-7.4427 0.4653 -3.2647 -2.9559 -3.7527 -3.7526 -1.2276 -0.3530 -3.9993 -3.9704 -4.1158 -7.4951 -7.5067 -1.8650 -0.8967 -4.8733 -8.2094 -11.0684 -11.4500 -12.7313 -9.8803 -6.4346 -5.8062 -0.3922 -5.5401 -9.7525 -6.2796 -3.1460 -7.6927 -15.9752 -15.8719 -10.5261 -0.6961 3.6904 3.0605 0.8962 -0.0898 -2.8692 -4.0737 0.0528 -2.7569 -1.9426 -2.1617 -5.0089 -4.6367 -4.2859 -4.4662 -5.9635 -6.6617 -7.0443 -2.4864 -2.7866 -3.0824 -7.8845 -9.7130 -12.2432 -13.8018 -12.7490 -7.2332 -5.2080 0.3922 -8.9389 -14.8053 -9.2762
-6.6791 0.4989 -3.0566 -2.6972 -3.6897 -3.7012 -1.0829 -0.2433 -3.9594 -3.8815 -3.7969 -7.2968 -7.4950 -1.7763 -1.0050 -5.0868 -8.4503 -10.9188 -11.2671 -12.6702 -9.8989 -6.6089 -6.0995 -0.7325 -5.9297 -9.7997 -6.4390 -3.3380 -7.7606 -15.9433 -15.7651 -10.4173 -0.6803 3.3501 3.2828 1.8212 0.1814 -2.5601 -3.5537 0.3177 -2.2638 -1.6424 -1.8093 -4.4069 -4.3079 -3.9154 -4.1191 -5.7681 -6.3195 -6.7718 -2.4371 -2.6394 -2.8602 -7.5471 -9.4321 -11.9472 -13.6205 -12.4578 -7.0390 -4.9583 0.7325 -8.7269 -14.7082 -9.1163
-5.7728 0.4447 -2.7733 -2.3643 -3.5209 -3.5078 -0.9104 -0.0946 -3.8474 -3.6955 -3.4020 -7.0379 -7.4188 -1.6375 -1.0647 -5.2583 -8.6335 -10.7113 -11.0228 -12.5599 -9.8652 -6.7569 -6.3908 -1.0827 -6.3317 -9.8079 -6.5958 -3.5308 -7.8232 -15.8734 -15.6003 -10.2352 -0.5934 2.9554 3.4251 2.7844 0.4907 -2.1796 -2.9741 0.6403 -1.7078 -1.3111 -1.4366 -3.7560 -3.9227 -3.4921 -3.6967 -5.5026 -5.9175 -6.4343 -2.3364 -2.4386 -2.6013 -7.1672 -9.1067 -11.5782 -13.3728 -12.1174 -6.7839 -4.6876 1.0827 -8.4727 -14.5690 -8.9137
-4.7439 0.2922 -2.4307 -1.9691 -3.2552 -3.1832 -0.7195 0.0943 -3.6756 -3.4184 -2.9472 -6.7216 -7.2767 -1.4516 -1.0695 -5.4024 -8.7533 -10.4457 -10.7182 -12.3962 -9.7763 -6.8761 -6.6801 -1.4373 -6.7337 -9.7744 -6.7379 -3.7106 -7.8714 -15.7623 -15.3767 -9.9755 -0.4126 2.5288 3.4706 3.7380 0.8255 -1.7432 -2.3544 1.0072 -1.1183 -0.9621 -1.0635 -3.0811 -3.4904 -3.0284 -3.2116 -5.1678 -5.4608 -6.0367 -2.1800 -2.1899 -2.3084 -6.7455 -8.7391 -11.1420 -13.0591 -11.7317 -6.4709 -4.3983 1.4373 -8.1815 -14.3873 -8.6704
-3.6094 0.0352 -2.0512 -1.5285 -2.9090 -2.7480 -0.5215 0.3178 -3.4629 -3.0644 -2.4523 -6.3537 -7.0734 -1.2286 -1.0251 -5.5268 -8.8098 -10.1245 -10.3578 -12.1775 -9.6305 -6.9650 -6.9669 -1.7912 -7.1215 -9.6981 -6.8547 -3.8681 -7.8978 -15.6064 -15.0952 -9.6374 -0.1221 2.0946 3.4078 4.6300 1.1711 -1.2694 -1.7181 1.4034 -0.5230 -0.6094 -0.7069 -2.4076 -3.0225 -2.5368 -2.6777 -4.7680 -4.9553 -5.5863 -1.9669 -1.9022 -1.9854 -6.2844 -8.3317 -10.6449 -12.6818 -11.3035 -6.1038 -4.0917 1.7912 -7.8575 -14.1627 -8.3887
-2.3865 -0.3219 -1.6600 -1.0611 -2.5025 -2.2292 -0.3277 0.5650 -3.2286 -2.6532 -1.9378 -5.9410 -6.8184 -0.9815 -0.9455 -5.6300 -8.8067 -9.7524 -9.9488 -11.9045 -9.4274 -7.0227 -7.2495 -2.1396 -7.4806 -9.5802 -6.9398 -3.9987 -7.8983 -15.4028 -14.7581 -9.2243 0.2814 1.6787 3.2353 5.4120 1.5136 -0.7778 -1.0908 1.8137 0.0542 -0.2657 -0.3776 -1.7581 -2.5322 -2.0293 -2.1095 -4.3101 -4.4081 -5.0914 -1.6990 -1.5847 -1.6367 -5.7877 -7.8869 -10.0931 -12.2452 -10.8345 -5.6862 -3.7683 2.1396 -7.5050 -13.8947 -8.0720
-1.0948 -0.7657 -1.2777 -0.5828 -2.0548 -1.6529 -0.1459 0.8230 -2.9872 -2.2052 -1.4209 -5.4906 -6.5227 -0.7233 -0.8460 -5.7023 -8.7486 -9.3353 -9.4993 -11.5784 -9.1688 -7.0476 -7.5253 -2.4772 -7.7971 -9.4234 -6.9926 -4.1001 -7.8714 -15.1488 -14.3682 -8.7429 0.7859 1.3052 2.9640 6.0462 1.8428 -0.2845 -0.4966 2.2246 0.5938 0.0610 -0.0793 -1.1501 -2.0322 -1.5161 -1.5199 -3.8023 -3.8264 -4.5598 -1.3798 -1.2432 -1.2659 -5.2602 -7.4061 -9.4919 -11.7544 -10.3256 -5.2208 -3.4282 2.4772 -7.1281 -13.5824 -7.7248
0.2426 -1.2787 -0.9151 -0.1034 -1.5800 -1.0389 0.0202 1.0797 -2.7445 -1.7354 -0.9133 -5.0076 -6.1957 -0.4632 -0.7365 -5.7297 -8.6400 -8.8796 -9.0160 -11.2009 -8.8579 -7.0371 -7.7893 -2.7986 -8.0602 -9.2316 -7.0168 -4.1690 -7.8166 -14.8431 -13.9277 -8.2015 1.3662 0.9907 2.6163 6.5115 2.1554 0.1997 0.0470 2.6273 1.0799 0.3683 0.1894 -0.5953 -1.5328 -1.0056 -0.9185 -3.2537 -3.2178 -3.9983 -1.0149 -0.8795 -0.8760 -4.7074 -6.8902 -8.8459 -11.2142 -9.7773 -4.7099 -3.0721 2.7986 -6.7310 -13.2240 -7.3526
1.5972 -1.8391 -0.5731 0.3729 -1.0874 -0.3983 0.1709 1.3269 -2.4995 -1.2518 -0.4214 -4.4960 -5.8447 -0.2059 -0.6195 -5.6986 -8.4848 -8.3921 -8.5046 -10.7741 -8.5002 -6.9895 -8.0362 -3.0989 -8.2631 -9.0105 -7.0178 -4.2006 -7.7342 -14.4862 -13.4390 -7.6098 1.9868 0.7412 2.2220 6.8050 2.4532 0.6700 0.5311 3.0159 1.4979 0.6584 0.4313 -0.1013 -1.0423 -0.5037 -0.3123 -2.6741 -2.5910 -3.4134 -0.6126 -0.4919 -0.4693 -4.1356 -6.3410 -8.1601 -10.6304 -9.1915 -4.1565 -2.7015 3.0989 -6.3184 -12.8177 -6.9617
2.9334 -2.4147 -0.2468 0.8435 -0.5841 0.2607 0.3085 1.5590 -2.2494 -0.7583 0.0509 -3.9616 -5.4749 0.0456 -0.4957 -5.6016 -8.2887 -7.8817 -7.9711 -10.3032 -8.1052 -6.9052 -8.2616 -3.3736 -8.4042 -8.7690 -7.0015 -4.1906 -7.6263 -14.0819 -12.9064 -6.9795 2.6066 0.5545 1.8111 6.9393 2.7383 1.1238 0.9535 3.3848 1.8332 0.9351 0.6478 0.3265 -0.5694 -0.0167 0.2918 -2.0746 -1.9574 -2.8135 -0.1850 -0.0771 -0.0486 -3.5524 -5.7622 -7.4412 -10.0105 -8.5728 -3.5662 -2.3198 3.3736 -5.8961 -12.3636 -6.5593
4.2086 -2.9555 0.0680 1.3036 -0.0794 0.9264 0.4351 1.7722 -1.9956 -0.2602 0.5005 -3.4152 -5.0925 0.2861 -0.3685 -5.4399 -8.0605 -7.3605 -7.4248 -9.7975 -7.6858 -6.7888 -8.4622 -3.6186 -8.4865 -8.5179 -6.9729 -4.1377 -7.4966 -13.6380 -12.3377 -6.3250 3.1817 0.4262 1.4097 6.9321 3.0082 1.5570 1.3136 3.7263 2.0719 1.2010 0.8366 0.6825 -0.1247 0.4477 0.8842 -1.4679 -1.3308 -2.2102 0.2528 0.3672 0.3825 -2.9675 -5.1607 -6.6990 -9.3652 -7.9294 -2.9481 -1.9316 3.6186 -5.4712 -11.8662 -6.1532
5.3759 -3.3904 0.3709 1.7441 0.4139 1.5806 0.5517 1.9631 -1.7457 0.2317 0.9237 -2.8720 -4.7063 0.5063 -0.2463 -5.2225 -7.8118 -6.8425 -6.8781 -9.2701 -7.2570 -6.6476 -8.6349 -3.8295 -8.5158 -8.2689 -6.9343 -4.0452 -7.3494 -13.1651 -11.7436 -5.6629 3.6691 0.3535 1.0391 6.7959 3.2538 1.9618 1.6086 4.0292 2.2018 1.4551 0.9916 0.9604 0.2780 0.8794 1.4518 -0.8674 -0.7272 -1.6188 0.6822 0.8403 0.8176 -2.3924 -4.5466 -5.9451 -8.7070 -7.2731 -2.3158 -1.5434 3.8295 -5.0515 -11.3339 -5.7512
6.3894 -3.6380 0.6562 2.1532 0.8813 2.2008 0.6579 2.1284 -1.5117 0.7031 1.3166 -2.3496 -4.3272 0.6935 -0.1397 -4.9631 -7.5544 -6.3418 -6.3451 -8.7360 -6.8329 -6.4901 -8.7759 -4.0010 -8.4982 -8.0328 -6.8843 -3.9224 -7.1880 -12.6742 -11.1367 -5.0102 4.0300 0.3347 0.7167 6.5331 3.4610 2.3270 1.8310 4.2786 2.2144 1.6923 1.1043 1.1539 0.6226 1.2662 1.9789 -0.2874 -0.1633 -1.0565 1.0817 1.3353 1.2473 -1.8409 -3.9338 -5.1935 -8.0493 -6.6180 -1.6854 -1.1627 4.0010 -4.6443 -10.7784 -5.3601
7.2093 -3.6285 0.9154 2.5175 1.3085 2.7630 0.7523 2.2653 -1.3065 1.1381 1.6756 -1.8638 -3.9658 0.8350 -0.0577 -4.6783 -7.2980 -5.8694 -5.8382 -8.2095 -6.4251 -6.3237 -8.8806 -4.1283 -8.4388 -7.8179 -6.8179 -3.7831 -7.0137 -12.1752 -10.5300 -4.3828 4.2347 0.3659 0.4568 6.1375 3.6136 2.6397 1.9690 4.4570 2.1055 1.9042 1.1631 1.2581 0.8922 1.5949 2.4491 0.2580 0.3453 -0.5407 1.4284 1.8395 1.6593 -1.3270 -3.3383 -4.4590 -7.4051 -5.9787 -1.0733 -0.7971 4.1283 -4.2551 -10.2115 -4.9836
7.8078 -3.3232 1.1387 2.8234 1.6819 3.2420 0.8335 2.3708 -1.1408 1.5219 1.9963 -1.4268 -3.6310 0.9210 -0.0029 -4.3853 -7.0492 -5.4328 -5.3661 -7.7022 -6.0419 -6.1530 -8.9442 -4.2075 -8.3412 -7.6286 -6.7278 -3.6430 -6.8263 -11.6754 -9.9351 -3.7943 4.2669 0.4392 0.2677 5.6007 3.6949 2.8870 2.0079 4.5459 1.8762 2.0794 1.1538 1.2709 1.0718 1.8527 2.8483 0.7557 0.7852 -0.0869 1.7020 2.3333 2.0391 -0.8640 -2.7771 -3.7566 -6.7851 -5.3676 -0.4944 -0.4536 4.2075 -3.8865 -9.6433 -4.6211
