-0.9614 2.5101 2.0970 2.4362 1.1311 1.4999 0.6475 0.4493 0.2870 1.7018 2.9418 1.3193 -1.4679 -0.3040 0.5038 -0.9815 0.3160 -0.5512 1.2069 -0.0115 -0.6303 -0.0833 0.4716 1.3253 0.5613 -0.6710 0.7995 0.7598 0.7104 0.7062 1.4688 2.1527 2.5668 1.8493 1.3242 0.1913 1.8302 2.6479 2.0098 3.3229 1.0977 0.3531 -2.0048 1.2003 2.2843 3.1906 3.6425 2.8727 3.3549 2.5510 1.8146 0.8484 -0.5099 -0.0994 1.1935 2.0676 1.7469 0.8198 0.2167 -1.0371 -1.3253 0.3723 1.2629 0.3585
-0.6122 2.3403 1.9735 2.3756 1.1034 1.3913 0.6587 0.4326 0.2368 1.5845 2.8046 1.3152 -1.4006 -0.2905 0.3523 -0.8221 0.3400 -0.4654 1.2232 -0.0294 -0.5911 -0.0533 0.4886 1.4261 0.5044 -0.6778 0.7612 0.6771 0.5580 0.6166 1.4048 2.0934 2.5612 1.5741 1.2928 0.2487 1.8805 2.6232 2.0429 3.4422 1.2252 0.3736 -1.7809 1.4202 2.3502 3.2203 3.5779 2.8023 3.3350 2.5542 1.8558 0.4947 -0.7118 -0.2195 1.1249 1.9828 1.6478 0.7513 0.1124 -1.1388 -1.4261 0.1548 1.1697 0.1677
-0.2355 2.1649 1.8350 2.3072 1.0841 1.2871 0.6725 0.4203 0.1905 1.4729 2.6704 1.3114 -1.3299 -0.2667 0.2005 -0.6475 0.3701 -0.3735 1.2376 -0.0436 -0.5393 -0.0129 0.5078 1.5299 0.4602 -0.6846 0.7261 0.5812 0.4068 0.5240 1.3330 2.0333 2.4823 1.2869 1.2875 0.3900 1.9169 2.5923 2.0702 3.5305 1.3535 0.3942 -1.5470 1.6340 2.3957 3.2414 3.5072 2.7355 3.3053 2.5522 1.8751 0.1061 -0.9249 -0.3238 1.0565 1.8895 1.5439 0.6784 -0.0017 -1.2455 -1.5299 -0.0727 1.0692 -0.0236
0.1593 1.9962 1.6841 2.2302 1.0700 1.1863 0.6923 0.4207 0.1519 1.3684 2.5418 1.3062 -1.2551 -0.2237 0.0822 -0.4747 0.4087 -0.2754 1.2499 -0.0559 -0.4765 0.0380 0.5261 1.6349 0.4281 -0.6926 0.6928 0.4711 0.2600 0.4297 1.2539 1.9725 2.3321 0.9875 1.3058 0.6170 1.9345 2.5543 2.0904 3.5857 1.4814 0.4124 -1.3184 1.8375 2.4222 3.2535 3.4305 2.6728 3.2653 2.5455 1.8751 -0.2969 -1.1401 -0.4114 0.9886 1.7887 1.4359 0.6024 -0.1239 -1.3516 -1.6349 -0.2925 0.9630 -0.2045
0.5642 1.8488 1.5216 2.1432 1.0561 1.0872 0.7201 0.4400 0.1234 1.2702 2.4198 1.2976 -1.1772 -0.1541 0.0232 -0.3232 0.4573 -0.1728 1.2591 -0.0684 -0.4062 0.0967 0.5390 1.7370 0.4042 -0.7030 0.6582 0.3467 0.1193 0.3335 1.1675 1.9108 2.1193 0.6794 1.3430 0.9232 1.9286 2.5082 2.1015 3.6074 1.6066 0.4263 -1.1077 2.0242 2.4312 3.2563 3.3481 2.6142 3.2144 2.5345 1.8568 -0.6960 -1.3473 -0.4802 0.9211 1.6818 1.3246 0.5252 -0.2500 -1.4501 -1.7370 -0.4889 0.8519 -0.3660
0.9735 1.7367 1.3469 2.0447 1.0366 0.9887 0.7561 0.4808 0.1051 1.1765 2.3038 1.2831 -1.0989 -0.0540 0.0338 -0.2080 0.5168 -0.0687 1.2638 -0.0839 -0.3330 0.1585 0.5431 1.8315 0.3833 -0.7169 0.6175 0.2084 -0.0142 0.2342 1.0742 1.8470 1.8565 0.3688 1.3910 1.2928 1.8952 2.4514 2.0995 3.5948 1.7241 0.4333 -0.9239 2.1846 2.4224 3.2478 3.2591 2.5580 3.1515 2.5175 1.8178 -1.0770 -1.5377 -0.5273 0.8530 1.5699 1.2108 0.4484 -0.3743 -1.5333 -1.8315 -0.6511 0.7364 -0.5023
1.3855 1.6695 1.1590 1.9335 1.0056 0.8900 0.7994 0.5427 0.0956 1.0853 2.1924 1.2612 -1.0243 0.0765 0.1108 -0.1357 0.5881 0.0332 1.2631 -0.1035 -0.2603 0.2198 0.5389 1.9143 0.3607 -0.7333 0.5662 0.0582 -0.1394 0.1310 0.9747 1.7796 1.5592 0.0622 1.4397 1.7006 1.8308 2.3801 2.0794 3.5465 1.8271 0.4317 -0.7717 2.3074 2.3928 3.2238 3.1615 2.5011 3.0744 2.4906 1.7534 -1.4289 -1.7032 -0.5489 0.7834 1.4533 1.0949 0.3734 -0.4904 -1.5942 -1.9143 -0.7735 0.6170 -0.6110
1.8021 1.6501 0.9567 1.8082 0.9581 0.7889 0.8486 0.6222 0.0916 0.9946 2.0838 1.2312 -0.9580 0.2335 0.2397 -0.1042 0.6718 0.1295 1.2567 -0.1269 -0.1899 0.2788 0.5307 1.9829 0.3342 -0.7503 0.5014 -0.0995 -0.2547 0.0245 0.8706 1.7069 1.2443 -0.2348 1.4799 2.1146 1.7336 2.2896 2.0367 3.4622 1.9089 0.4204 -0.6507 2.3829 2.3387 3.1800 3.0529 2.4400 2.9808 2.4492 1.6595 -1.7433 -1.8370 -0.5413 0.7124 1.3325 0.9780 0.3016 -0.5922 -1.6271 -1.9829 -0.8553 0.4953 -0.6924
2.2260 1.6732 0.7393 1.6680 0.8892 0.6816 0.9009 0.7126 0.0878 0.9018 1.9756 1.1927 -0.9050 0.4083 0.3955 -0.1044 0.7677 0.2168 1.2440 -0.1528 -0.1220 0.3357 0.5257 2.0355 0.3044 -0.7651 0.4225 -0.2591 -0.3588 -0.0828 0.7644 1.6279 0.9286 -0.5172 1.5059 2.5009 1.6040 2.1767 1.9694 3.3437 1.9649 0.3997 -0.5561 2.4062 2.2572 3.1135 2.9318 2.3717 2.8693 2.3902 1.5356 -2.0133 -1.9339 -0.5010 0.6409 1.2085 0.8618 0.2346 -0.6738 -1.6278 -2.0355 -0.8987 0.3743 -0.7485
2.6562 1.7281 0.5076 1.5125 0.7954 0.5632 0.9523 0.8041 0.0782 0.8035 1.8659 1.1446 -0.8704 0.5887 0.5433 -0.1235 0.8741 0.2921 1.2242 -0.1792 -0.0559 0.3919 0.5317 2.0708 0.2741 -0.7760 0.3301 -0.4151 -0.4516 -0.1880 0.6593 1.5417 0.6280 -0.7791 1.5162 2.8301 1.4461 2.0404 1.8786 3.1954 1.9927 0.3717 -0.4803 2.3792 2.1486 3.0242 2.7983 2.2944 2.7402 2.3136 1.3868 -2.2342 -1.9900 -0.4263 0.5717 1.0832 0.7488 0.1746 -0.7301 -1.5944 -2.0708 -0.9086 0.2573 -0.7830
